location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,13.743409,100.495865,4.0,0,GMT,GMT
1,18.80492,99.02655,313.0,0,GMT,GMT
2,19.9297,99.8002,397.0,0,GMT,GMT
3,19.578207,97.96223,1141.0,0,GMT,GMT
4,7.908612,98.37031,6.0,0,GMT,GMT
5,8.04921,98.92308,36.0,0,GMT,GMT
6,9.525483,100.02611,443.0,0,GMT,GMT
7,10.087873,99.85977,148.0,0,GMT,GMT
8,12.899824,100.953674,13.0,0,GMT,GMT
9,12.54833,99.92767,11.0,0,GMT,GMT
10,14.376099,100.583336,6.0,0,GMT,GMT

location_id,time,temperature_2m_max (°F),temperature_2m_min (°F),precipitation_sum (inch),relative_humidity_2m_mean (%),temperature_2m_mean (°F),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
2,2025-11-06,83.3,68.5,0.016,82,76.3,0.016,3.5,10.7
2,2025-11-07,85.1,68.9,0.016,79,78.0,0.016,6.2,13.2
2,2025-11-08,83.0,71.6,1.528,88,75.7,1.528,7.5,17.7
2,2025-11-09,79.2,69.7,0.921,91,73.5,0.921,4.2,12.3
2,2025-11-10,82.2,70.7,0.161,90,75.0,0.161,6.3,14.3
2,2025-11-11,83.2,68.1,0.020,87,75.4,0.020,2.2,9.4
2,2025-11-12,85.2,68.6,0.000,78,76.1,0.000,3.0,9.8
2,2025-11-13,84.4,68.8,0.126,83,75.6,0.126,5.9,11.4
2,2025-11-14,82.9,68.7,0.091,86,74.5,0.091,3.3,9.8
2,2025-11-15,81.5,64.0,0.016,83,73.4,0.016,6.1,13.9
2,2025-11-16,80.8,65.4,0.000,70,73.3,0.000,8.1,18.1
2,2025-11-17,80.2,69.5,0.961,82,73.2,0.961,8.6,18.3
2,2025-11-18,70.8,64.0,0.626,91,68.8,0.626,9.6,17.4
2,2025-11-19,70.0,59.3,0.016,77,64.7,0.016,10.8,21.9
2,2025-11-20,73.8,60.4,0.000,73,67.6,0.000,8.9,19.5
2,2025-11-21,75.4,58.3,0.000,73,66.6,0.000,8.9,19.2
2,2025-11-22,75.8,59.2,0.000,77,66.7,0.000,6.2,15.2
2,2025-11-23,77.3,58.2,0.000,78,67.3,0.000,4.3,12.3
2,2025-11-24,78.4,59.4,0.000,74,68.3,0.000,6.8,15.9
2,2025-11-25,76.2,55.2,0.000,70,66.1,0.000,10.2,21.7
2,2025-11-26,75.0,55.9,0.000,72,64.5,0.000,6.7,16.1
2,2025-11-27,75.5,52.4,0.000,63,63.9,0.000,10.6,22.1
2,2025-11-28,72.8,50.4,0.000,66,60.6,0.000,7.5,17.0
2,2025-11-29,73.1,49.8,0.000,69,60.7,0.000,3.7,11.2
2,2025-11-30,74.2,49.6,0.000,77,62.2,0.000,2.9,10.3
2,2025-12-01,76.1,53.5,0.000,80,64.3,0.000,2.6,10.1
2,2025-12-02,78.2,54.3,0.000,82,66.7,0.000,3.1,9.8
2,2025-12-03,79.4,58.6,0.000,76,67.8,0.000,4.4,11.6
2,2025-12-04,79.4,59.5,0.000,79,68.4,0.000,3.2,9.6
2,2025-12-05,80.4,60.4,0.000,78,71.0,0.000,2.6,9.6
2,2025-12-06,81.5,62.9,0.000,81,71.9,0.000,2.8,9.4
2,2025-12-07,81.8,63.3,0.016,82,72.1,0.016,3.4,10.5
2,2025-12-08,79.5,62.1,0.028,80,70.5,0.028,4.9,12.5
2,2025-12-09,78.3,60.2,0.000,73,68.6,0.000,5.3,12.5
2,2025-12-10,76.6,58.0,0.000,76,66.6,0.000,4.0,9.4
2,2025-12-11,76.8,57.7,0.035,73,69.9,0.035,5.5,14.1
2,2025-12-12,74.2,60.7,0.000,82,67.8,0.000,3.3,10.1
2,2025-12-13,78.4,61.7,0.000,81,70.1,0.000,6.6,15.7
2,2025-12-14,79.3,62.9,0.000,79,70.6,0.000,7.0,16.3
2,2025-12-15,79.3,61.7,0.004,81,69.9,0.004,3.4,11.0
2,2025-12-16,79.4,62.1,0.024,80,70.3,0.024,3.5,9.8
2,2025-12-17,77.8,62.5,0.106,83,68.7,0.106,6.0,15.7
2,2025-12-18,76.3,59.9,0.004,84,67.2,0.004,4.4,12.8
2,2025-12-19,78.1,59.2,0.004,80,68.2,0.004,2.9,10.3
2,2025-12-20,79.0,58.2,0.000,76,67.8,0.000,2.8,10.1
2,2025-12-21,78.2,58.6,0.000,71,67.6,0.000,6.0,15.0
2,2025-12-22,78.3,57.1,0.000,72,67.5,0.000,2.8,10.3
2,2025-12-23,78.4,56.8,0.000,77,69.5,0.000,4.5,12.8
2,2025-12-24,79.7,61.5,0.004,78,70.6,0.004,4.9,10.3
2,2025-12-25,80.5,60.8,0.000,72,69.5,0.000,3.3,10.7
2,2025-12-26,79.8,59.5,0.000,73,69.7,0.000,3.2,10.3
2,2025-12-27,78.4,59.4,0.000,74,69.0,0.000,2.7,10.3
2,2025-12-28,78.7,57.9,0.000,73,68.5,0.000,3.5,10.5
2,2025-12-29,80.4,56.7,0.000,75,68.1,0.000,3.6,8.7
2,2025-12-30,78.5,56.4,0.000,74,67.5,0.000,5.1,11.6
2,2025-12-31,79.6,56.5,0.000,79,68.1,0.000,4.0,8.9
3,2025-01-01,71.2,58.9,0.028,77,64.5,0.028,5.6,15.2
3,2025-01-02,72.6,58.8,0.000,71,64.8,0.000,5.0,12.8
3,2025-01-03,73.0,59.4,0.000,65,65.7,0.000,6.1,15.2
3,2025-01-04,72.2,58.3,0.000,69,63.9,0.000,5.6,14.5
3,2025-01-05,71.1,57.4,0.000,64,63.6,0.000,5.2,13.6
3,2025-01-06,70.6,57.1,0.000,68,62.7,0.000,5.1,12.3
3,2025-01-07,68.6,57.1,0.000,69,62.2,0.000,5.9,15.9
3,2025-01-08,69.7,56.6,0.000,68,61.6,0.000,6.3,17.0
3,2025-01-09,70.5,57.1,0.000,64,63.0,0.000,6.3,15.7
3,2025-01-10,71.2,58.7,0.000,66,64.6,0.000,5.5,13.9
3,2025-01-11,70.8,53.6,0.000,70,61.6,0.000,6.7,15.4
3,2025-01-12,67.3,51.3,0.000,58,58.7,0.000,6.5,14.5
3,2025-01-13,69.2,50.9,0.000,58,59.8,0.000,4.4,11.9
3,2025-01-14,72.0,54.4,0.000,64,62.0,0.000,4.0,10.7
3,2025-01-15,72.5,55.0,0.000,57,63.2,0.000,5.3,13.4
3,2025-01-16,72.4,55.9,0.000,61,62.9,0.000,4.4,11.9
3,2025-01-17,73.9,56.5,0.000,65,63.7,0.000,4.4,11.9
3,2025-01-18,74.2,57.3,0.000,65,64.7,0.000,3.9,12.1
3,2025-01-19,74.3,58.1,0.000,67,64.8,0.000,4.9,14.1
3,2025-01-20,74.8,57.7,0.000,70,64.8,0.000,4.8,13.6
3,2025-01-21,74.3,57.3,0.000,66,64.5,0.000,5.2,14.8
3,2025-01-22,76.0,56.9,0.000,65,65.4,0.000,4.1,12.5
3,2025-01-23,76.9,57.6,0.000,65,66.2,0.000,4.0,12.3
3,2025-01-24,76.4,56.7,0.000,65,65.4,0.000,5.2,13.2
3,2025-01-25,76.6,56.0,0.000,65,65.9,0.000,4.0,10.3
3,2025-01-26,76.4,58.5,0.000,59,66.9,0.000,5.0,12.8
3,2025-01-27,72.3,55.4,0.008,78,63.0,0.008,8.9,22.8
3,2025-01-28,68.4,55.0,0.114,82,61.7,0.114,7.5,19.7
3,2025-01-29,69.1,58.1,0.031,78,62.8,0.031,7.8,20.4
3,2025-01-30,73.2,57.3,0.004,75,63.4,0.004,8.4,21.5
3,2025-01-31,75.4,56.0,0.000,68,64.6,0.000,5.2,15.9
3,2025-02-01,76.4,55.5,0.000,60,65.1,0.000,4.9,14.1
3,2025-02-02,78.0,55.3,0.000,58,66.4,0.000,4.3,12.3
3,2025-02-03,79.3,60.1,0.000,53,69.1,0.000,5.2,13.9
3,2025-02-04,78.5,60.2,0.000,58,68.1,0.000,9.7,23.5
3,2025-02-05,75.9,57.2,0.000,72,65.6,0.000,8.9,22.4
3,2025-02-06,77.3,56.8,0.000,67,66.8,0.000,4.8,13.6
3,2025-02-07,78.0,59.6,0.000,64,67.9,0.000,7.3,18.6
3,2025-02-08,77.2,61.7,0.024,66,69.6,0.024,6.9,18.3
3,2025-02-09,75.1,61.8,0.020,76,67.4,0.020,6.5,17.9
3,2025-02-10,76.8,59.9,0.028,71,66.9,0.028,6.5,17.2
3,2025-02-11,77.6,58.6,0.000,62,66.7,0.000,7.3,18.8
3,2025-02-12,78.5,57.8,0.000,54,66.9,0.000,6.2,16.1
3,2025-02-13,77.3,57.7,0.000,52,66.8,0.000,7.2,17.4
3,2025-02-14,77.4,57.4,0.000,56,66.0,0.000,7.8,20.4
3,2025-02-15,77.1,56.1,0.000,57,65.7,0.000,6.7,17.4
3,2025-02-16,77.1,56.7,0.000,59,66.0,0.000,7.1,18.6
3,2025-02-17,79.3,56.8,0.000,50,67.8,0.000,7.1,19.0
3,2025-02-18,79.0,57.9,0.000,52,67.3,0.000,8.0,20.8
3,2025-02-19,78.9,57.7,0.000,55,67.8,0.000,7.2,18.3
3,2025-02-20,80.5,58.6,0.000,47,68.9,0.000,5.0,15.2
3,2025-02-21,81.9,58.9,0.000,43,69.3,0.000,6.6,19.7
3,2025-02-22,81.2,61.1,0.000,43,71.4,0.000,4.9,15.7
3,2025-02-23,80.7,64.4,0.012,53,71.7,0.012,6.9,18.1
3,2025-02-24,75.5,60.2,1.295,85,65.5,1.295,7.2,17.9
3,2025-02-25,73.5,59.4,0.705,88,64.6,0.705,4.0,13.4
3,2025-02-26,79.1,59.5,0.047,67,69.2,0.047,4.0,12.5
3,2025-02-27,81.1,60.7,0.000,58,69.4,0.000,5.9,15.9
3,2025-02-28,82.4,60.6,0.000,57,70.3,0.000,6.3,17.2
3,2025-03-01,84.0,60.5,0.000,52,69.9,0.000,6.6,19.0
3,2025-03-02,83.7,60.7,0.000,47,70.6,0.000,6.6,17.4
3,2025-03-03,84.3,60.4,0.000,45,70.0,0.000,7.1,19.2
3,2025-03-04,82.8,59.5,0.000,49,70.0,0.000,6.3,17.2
3,2025-03-05,81.3,59.2,0.000,47,69.5,0.000,7.3,18.3
3,2025-03-06,79.9,60.4,0.000,49,69.6,0.000,6.7,17.0
3,2025-03-07,84.1,62.4,0.000,52,71.1,0.000,9.7,24.2
3,2025-03-08,80.9,61.1,0.039,67,70.1,0.039,10.1,24.4
3,2025-03-09,79.6,61.3,0.016,68,69.9,0.016,7.1,18.6
3,2025-03-10,82.7,64.0,0.016,59,72.4,0.016,4.3,12.3
3,2025-03-11,84.8,64.0,0.000,51,72.6,0.000,7.4,20.1
3,2025-03-12,84.2,63.6,0.000,54,72.5,0.000,9.2,23.7
3,2025-03-13,84.7,62.6,0.000,48,71.4,0.000,8.1,21.7
3,2025-03-14,86.5,62.2,0.000,41,73.1,0.000,6.1,17.0
3,2025-03-15,88.3,62.0,0.000,42,74.0,0.000,5.4,13.4
3,2025-03-16,87.4,63.9,0.000,44,75.3,0.000,6.6,18.1
3,2025-03-17,87.9,65.3,0.000,46,75.9,0.000,7.9,21.0
3,2025-03-18,87.4,66.3,0.000,49,75.6,0.000,6.9,19.2
3,2025-03-19,83.5,60.4,0.055,74,71.0,0.055,6.0,17.9
3,2025-03-20,82.3,60.6,0.004,67,70.9,0.004,4.8,14.1
3,2025-03-21,80.7,63.4,0.008,66,71.4,0.008,4.7,14.1
3,2025-03-22,82.1,65.8,0.043,68,72.5,0.043,5.5,15.0
3,2025-03-23,83.5,64.0,0.004,59,72.6,0.004,6.4,17.2
3,2025-03-24,84.5,62.7,0.000,53,72.7,0.000,6.0,16.3
3,2025-03-25,82.2,63.0,0.004,54,71.9,0.004,7.2,18.6
3,2025-03-26,82.2,61.4,0.000,52,71.2,0.000,8.9,21.3
3,2025-03-27,82.6,62.0,0.000,49,72.0,0.000,7.2,18.6
3,2025-03-28,82.6,62.7,0.000,55,72.2,0.000,6.6,16.6
3,2025-03-29,84.3,64.6,0.000,49,73.9,0.000,6.6,17.7
3,2025-03-30,85.8,66.5,0.000,58,74.4,0.000,7.7,19.2
3,2025-03-31,86.7,65.9,0.000,63,74.6,0.000,7.4,19.7
3,2025-04-01,86.7,64.9,0.000,60,74.9,0.000,7.2,18.8
3,2025-04-02,86.6,65.9,0.004,59,75.4,0.004,5.2,13.4
3,2025-04-03,86.1,65.9,0.000,67,75.1,0.000,7.2,15.7
3,2025-04-04,87.3,65.6,0.008,66,75.3,0.008,7.7,19.5
3,2025-04-05,84.4,66.7,0.075,73,73.9,0.075,7.6,22.1
3,2025-04-06,80.5,67.5,0.055,79,71.2,0.055,7.4,18.6
3,2025-04-07,81.5,66.7,0.071,67,72.0,0.071,6.0,17.4
3,2025-04-08,81.1,65.6,0.000,60,72.7,0.000,4.0,10.7
3,2025-04-09,83.8,65.4,0.000,53,74.0,0.000,6.0,13.2
3,2025-04-10,84.0,64.9,0.248,78,72.0,0.248,6.9,19.0
3,2025-04-11,84.7,65.9,0.039,78,72.9,0.039,8.7,21.5
3,2025-04-12,79.7,65.9,0.185,85,71.0,0.185,5.7,16.8
3,2025-04-13,80.0,64.0,1.114,85,70.6,1.114,7.3,19.2
3,2025-04-14,77.5,64.9,1.098,86,69.7,1.098,4.3,13.6
3,2025-04-15,80.1,66.2,0.201,82,71.6,0.201,4.9,13.9
3,2025-04-16,82.9,64.3,0.130,83,71.7,0.130,6.7,18.3
3,2025-04-17,82.2,64.5,0.134,80,72.1,0.134,6.7,20.1
3,2025-04-18,82.0,64.2,0.051,77,71.9,0.051,8.3,21.7
3,2025-04-19,81.6,65.3,0.031,74,72.2,0.031,7.2,18.8
3,2025-04-20,82.9,65.8,0.020,70,73.5,0.020,8.0,20.1
3,2025-04-21,83.8,67.6,0.024,73,74.2,0.024,8.1,20.4
3,2025-04-22,86.0,67.6,0.063,77,74.7,0.063,7.4,20.8
3,2025-04-23,87.5,66.6,0.004,68,75.8,0.004,6.6,18.8
3,2025-04-24,88.2,66.5,0.000,67,76.1,0.000,6.3,17.7
3,2025-04-25,88.3,68.3,0.004,62,77.3,0.004,7.1,17.4
3,2025-04-26,86.9,67.4,0.004,72,76.2,0.004,5.8,16.6
3,2025-04-27,86.6,68.8,0.043,69,76.7,0.043,6.6,16.8
3,2025-04-28,85.7,64.2,0.209,76,74.2,0.209,9.1,23.0
3,2025-04-29,77.1,64.9,0.150,87,69.0,0.150,6.8,20.4
3,2025-04-30,78.0,65.0,0.303,84,69.5,0.303,6.1,17.7
3,2025-05-01,79.7,64.5,0.559,83,70.4,0.559,8.4,19.9
3,2025-05-02,80.3,65.8,0.122,81,71.7,0.122,7.1,19.2
3,2025-05-03,79.5,64.9,0.614,87,70.2,0.614,7.4,21.5
3,2025-05-04,83.0,65.1,0.020,74,72.8,0.020,7.7,20.1
3,2025-05-05,81.6,66.3,0.079,72,73.3,0.079,4.9,15.0
3,2025-05-06,86.3,67.1,0.024,64,76.0,0.024,5.9,15.2
3,2025-05-07,85.7,67.2,0.039,72,75.6,0.039,6.5,18.1
3,2025-05-08,84.6,67.5,0.083,81,74.4,0.083,6.1,17.0
3,2025-05-09,86.9,69.2,0.055,72,76.8,0.055,6.9,14.8
3,2025-05-10,84.1,68.8,0.283,81,75.1,0.283,5.2,15.0
3,2025-05-11,86.1,65.5,0.760,86,72.7,0.760,6.7,16.8
3,2025-05-12,80.8,65.8,0.346,85,71.7,0.346,5.3,16.8
3,2025-05-13,81.0,65.9,0.394,87,71.3,0.394,5.6,15.0
3,2025-05-14,81.3,67.4,0.394,84,72.4,0.394,4.9,13.2
3,2025-05-15,76.0,66.4,0.346,91,69.7,0.346,7.9,19.7
3,2025-05-16,75.9,66.4,0.496,90,69.9,0.496,7.8,22.6
3,2025-05-17,78.4,67.2,0.358,92,70.4,0.358,6.0,19.5
3,2025-05-18,81.2,66.6,0.252,88,71.4,0.252,5.2,14.3
3,2025-05-19,81.4,66.4,0.496,87,71.9,0.496,6.2,17.2
3,2025-05-20,82.2,67.4,0.291,84,74.0,0.291,5.5,16.6
3,2025-05-21,80.3,67.6,0.354,87,72.7,0.354,7.4,19.2
3,2025-05-22,82.3,68.2,0.555,88,73.0,0.555,4.0,13.4
3,2025-05-23,82.4,68.5,0.709,91,72.4,0.709,4.1,13.6
3,2025-05-24,81.1,68.2,0.563,90,71.8,0.563,8.9,21.3
3,2025-05-25,81.2,66.3,0.323,88,71.8,0.323,7.6,19.2
3,2025-05-26,76.9,67.7,0.461,89,70.9,0.461,8.2,20.6
3,2025-05-27,75.0,66.8,1.390,97,69.0,1.390,7.3,20.4
3,2025-05-28,77.6,67.2,1.291,95,69.8,1.291,10.5,25.1
3,2025-05-29,70.6,67.5,1.098,99,68.8,1.098,8.8,25.9
3,2025-05-30,72.3,67.6,0.972,99,69.1,0.972,11.4,31.8
3,2025-05-31,72.0,67.8,0.803,99,69.3,0.803,7.9,22.4
3,2025-06-01,77.5,67.9,0.528,97,69.9,0.528,10.5,28.6
3,2025-06-02,74.9,67.2,0.921,97,69.3,0.921,9.4,28.2
3,2025-06-03,71.8,66.7,0.339,97,68.5,0.339,6.1,18.8
3,2025-06-04,81.4,66.9,0.039,85,72.6,0.039,5.2,14.8
3,2025-06-05,82.2,66.8,0.307,86,72.8,0.307,5.7,15.7
3,2025-06-06,83.2,68.0,0.102,85,73.4,0.102,6.2,17.7
3,2025-06-07,82.3,68.5,0.248,88,73.5,0.248,4.9,14.5
3,2025-06-08,82.5,68.8,0.295,88,73.1,0.295,5.3,17.4
3,2025-06-09,80.7,67.7,0.177,88,72.4,0.177,7.0,18.8
3,2025-06-10,81.1,67.5,0.539,90,71.4,0.539,5.4,17.2
3,2025-06-11,75.3,66.8,0.677,96,69.5,0.677,5.2,14.5
3,2025-06-12,79.1,67.6,0.417,92,71.1,0.417,5.0,13.9
3,2025-06-13,80.2,67.8,0.650,92,71.4,0.650,6.8,17.9
3,2025-06-14,76.2,67.7,0.728,96,69.6,0.728,6.6,17.4
3,2025-06-15,75.0,67.1,0.433,96,69.6,0.433,8.1,20.6
3,2025-06-16,71.9,67.3,0.701,98,68.8,0.701,7.7,24.6
3,2025-06-17,75.0,67.3,0.634,97,69.1,0.634,7.9,21.9
3,2025-06-18,73.9,67.0,0.492,94,69.6,0.492,8.1,22.4
3,2025-06-19,74.1,67.2,0.362,96,69.2,0.362,6.9,20.8
3,2025-06-20,77.7,66.5,0.268,91,71.0,0.268,6.6,21.0
3,2025-06-21,79.9,67.5,0.236,90,71.4,0.236,7.2,18.8
3,2025-06-22,75.5,67.0,0.819,95,70.1,0.819,6.4,16.1
3,2025-06-23,76.0,66.6,0.528,96,69.3,0.528,8.0,21.3
3,2025-06-24,75.1,66.3,0.539,95,69.1,0.539,9.4,23.3
3,2025-06-25,78.6,66.7,0.268,93,70.4,0.268,7.3,20.1
3,2025-06-26,79.0,66.8,0.819,93,70.4,0.819,5.9,15.9
3,2025-06-27,74.9,65.9,0.252,94,69.4,0.252,6.2,17.0
3,2025-06-28,77.9,66.1,0.823,94,69.4,0.823,7.7,20.6
3,2025-06-29,72.5,66.6,0.575,97,68.6,0.575,7.0,21.7
3,2025-06-30,76.5,66.7,0.358,91,70.2,0.358,7.3,21.7
3,2025-07-01,74.6,66.3,0.858,97,68.7,0.858,6.5,19.2
3,2025-07-02,75.6,65.9,0.484,94,69.3,0.484,6.6,20.4
3,2025-07-03,74.8,65.7,0.429,95,68.5,0.429,6.2,18.8
3,2025-07-04,75.7,66.2,0.138,92,69.5,0.138,5.8,18.6
3,2025-07-05,75.7,66.6,0.693,94,69.6,0.693,6.5,19.2
3,2025-07-06,72.0,66.4,0.752,98,68.0,0.752,7.5,20.8
3,2025-07-07,71.5,66.7,0.516,97,68.2,0.516,7.3,21.9
3,2025-07-08,77.3,66.7,0.154,91,70.5,0.154,7.2,23.7
3,2025-07-09,77.3,66.9,0.547,93,70.1,0.547,7.5,23.9
3,2025-07-10,79.8,66.6,0.350,90,70.8,0.350,7.1,24.4
3,2025-07-11,76.2,67.9,0.591,93,70.5,0.591,4.0,13.2
3,2025-07-12,74.5,67.1,0.563,97,69.3,0.563,5.4,13.4
3,2025-07-13,75.3,67.2,0.197,95,70.1,0.197,7.9,20.6
3,2025-07-14,77.9,67.8,0.382,96,70.6,0.382,6.6,16.8
3,2025-07-15,80.4,68.3,0.606,93,71.3,0.606,5.5,18.1
3,2025-07-16,74.6,67.3,0.398,96,69.8,0.398,6.8,18.6
3,2025-07-17,72.9,67.0,0.508,97,68.9,0.508,6.0,16.8
3,2025-07-18,75.5,66.8,0.323,95,69.4,0.323,5.8,15.9
3,2025-07-19,77.1,67.1,0.264,93,70.6,0.264,6.2,16.8
3,2025-07-20,77.5,67.4,0.524,94,70.2,0.524,5.5,13.0
3,2025-07-21,77.9,67.1,0.146,93,70.7,0.146,7.0,17.0
3,2025-07-22,77.3,67.9,0.287,95,70.3,0.287,7.6,18.3
3,2025-07-23,69.5,67.5,2.862,99,68.5,2.862,7.7,22.8
3,2025-07-24,70.1,66.4,1.453,100,67.8,1.453,8.5,22.4
3,2025-07-25,75.0,66.7,0.535,97,69.0,0.535,7.4,23.5
3,2025-07-26,74.4,67.4,0.382,95,69.9,0.382,8.4,24.2
3,2025-07-27,73.8,67.4,1.614,98,69.5,1.614,7.1,23.3
3,2025-07-28,74.2,67.4,0.921,97,69.0,0.921,6.4,21.0
3,2025-07-29,73.2,67.5,0.563,98,69.5,0.563,6.0,19.5
3,2025-07-30,77.7,66.7,0.217,93,70.8,0.217,6.5,21.7
3,2025-07-31,77.5,67.1,0.323,92,70.8,0.323,8.2,26.6
3,2025-08-01,80.2,67.8,0.252,90,71.7,0.252,8.1,23.5
3,2025-08-02,76.2,67.6,0.232,89,71.5,0.232,7.7,21.9
3,2025-08-03,82.0,66.1,0.004,77,73.2,0.004,9.2,25.9
3,2025-08-04,81.2,68.3,0.012,81,73.7,0.012,7.1,19.2
3,2025-08-05,76.2,67.6,0.689,95,70.5,0.689,6.7,20.1
3,2025-08-06,70.9,66.8,0.610,97,68.5,0.610,7.7,19.0
3,2025-08-07,71.2,66.6,0.252,97,68.0,0.252,7.3,22.1
3,2025-08-08,77.8,66.0,0.039,88,70.9,0.039,6.6,20.8
3,2025-08-09,79.3,66.4,0.256,87,71.5,0.256,6.7,19.7
3,2025-08-10,79.5,67.1,0.232,88,71.5,0.232,6.6,17.4
3,2025-08-11,78.0,67.4,0.772,93,70.9,0.772,4.8,12.5
3,2025-08-12,79.4,66.9,0.311,92,71.0,0.311,7.3,18.6
3,2025-08-13,77.1,67.1,0.358,93,70.5,0.358,5.2,15.9
3,2025-08-14,77.6,66.4,0.630,93,70.1,0.630,4.3,12.3
3,2025-08-15,78.7,65.8,0.528,92,70.6,0.528,4.3,11.0
3,2025-08-16,78.2,65.4,0.307,89,70.6,0.307,7.8,19.7
3,2025-08-17,77.2,64.1,0.209,93,68.8,0.209,7.8,19.9
3,2025-08-18,78.3,65.4,0.193,89,70.7,0.193,6.5,17.0
3,2025-08-19,79.9,65.4,0.146,89,71.1,0.146,6.5,16.6
3,2025-08-20,80.3,66.7,0.181,89,71.3,0.181,6.5,16.8
3,2025-08-21,78.9,67.2,0.236,90,71.0,0.236,6.5,17.4
3,2025-08-22,78.8,65.8,0.732,93,69.9,0.732,5.8,15.4
3,2025-08-23,75.3,66.4,0.335,94,69.3,0.335,4.6,13.4
3,2025-08-24,77.5,65.5,0.217,90,70.2,0.217,4.5,12.3
3,2025-08-25,82.0,67.5,0.276,88,72.0,0.276,6.0,16.6
3,2025-08-26,75.7,66.0,1.118,93,69.9,1.118,5.4,15.0
3,2025-08-27,70.0,65.7,1.197,98,67.3,1.197,6.0,18.3
3,2025-08-28,72.0,64.9,0.299,95,67.5,0.299,5.5,14.1
3,2025-08-29,77.0,65.8,0.232,92,69.7,0.232,5.1,13.9
3,2025-08-30,79.3,67.0,0.126,85,72.0,0.126,4.3,12.3
3,2025-08-31,79.2,67.1,1.197,90,71.8,1.197,7.5,21.9
3,2025-09-01,78.3,65.7,0.382,93,69.5,0.382,8.2,20.1
3,2025-09-02,78.4,66.4,0.142,89,71.2,0.142,6.3,17.2
3,2025-09-03,79.5,67.4,0.067,88,71.7,0.067,6.8,17.9
3,2025-09-04,82.3,67.3,0.201,86,73.0,0.201,3.4,10.3
3,2025-09-05,82.9,67.9,0.106,87,73.2,0.106,5.4,15.0
3,2025-09-06,80.8,67.5,0.126,87,72.8,0.126,5.2,14.1
3,2025-09-07,80.5,66.0,0.177,87,72.3,0.177,6.1,13.9
3,2025-09-08,80.8,67.6,0.165,88,72.6,0.165,6.1,14.5
3,2025-09-09,80.3,67.1,0.209,89,71.8,0.209,6.7,14.8
3,2025-09-10,77.6,67.1,0.425,92,70.6,0.425,6.5,16.1
3,2025-09-11,74.8,66.8,0.181,94,69.6,0.181,7.1,18.3
3,2025-09-12,75.9,66.7,0.220,91,70.6,0.220,7.0,18.6
3,2025-09-13,76.8,67.3,0.240,93,70.6,0.240,5.0,14.5
3,2025-09-14,76.0,66.4,0.252,94,69.5,0.252,4.7,15.7
3,2025-09-15,80.1,66.0,0.189,87,71.3,0.189,6.4,16.8
3,2025-09-16,79.8,65.6,0.016,84,71.9,0.016,5.9,15.7
3,2025-09-17,80.0,66.4,0.079,85,71.9,0.079,4.8,13.2
3,2025-09-18,82.4,66.7,0.087,84,73.1,0.087,5.6,15.2
3,2025-09-19,79.6,67.7,0.236,87,72.1,0.236,5.7,17.0
3,2025-09-20,79.3,66.5,0.307,88,71.6,0.307,7.6,18.8
3,2025-09-21,75.2,66.8,0.126,92,70.2,0.126,6.8,17.4
3,2025-09-22,73.9,66.5,1.024,97,68.9,1.024,7.2,19.0
3,2025-09-23,75.9,67.3,0.689,96,69.4,0.689,5.5,15.2
3,2025-09-24,77.6,66.7,0.512,94,70.0,0.512,5.6,16.3
3,2025-09-25,77.1,66.7,0.248,94,69.8,0.248,6.4,19.5
3,2025-09-26,77.5,65.7,0.354,92,69.9,0.354,5.2,15.4
3,2025-09-27,79.2,66.7,0.083,85,71.6,0.083,6.5,19.0
3,2025-09-28,82.3,68.4,0.067,75,74.8,0.067,5.8,14.8
3,2025-09-29,83.0,65.9,0.087,83,73.5,0.087,5.8,13.9
3,2025-09-30,72.5,65.8,0.480,97,67.8,0.480,8.2,20.4
3,2025-10-01,74.8,65.4,0.343,95,68.3,0.343,11.7,28.0
3,2025-10-02,78.4,66.1,0.339,90,70.5,0.339,5.3,15.2
3,2025-10-03,80.2,67.8,0.559,89,71.8,0.559,4.0,12.5
3,2025-10-04,76.3,65.8,0.429,94,70.2,0.429,2.6,9.8
3,2025-10-05,80.3,66.5,0.209,91,70.9,0.209,4.8,12.5
3,2025-10-06,79.5,66.2,0.256,91,70.2,0.256,4.9,14.8
3,2025-10-07,77.2,65.9,0.236,93,69.2,0.236,5.5,15.0
3,2025-10-08,77.4,64.9,0.110,89,69.9,0.110,5.6,17.7
3,2025-10-09,79.1,65.0,0.122,86,70.7,0.122,5.0,14.8
3,2025-10-10,79.8,67.6,0.020,73,73.1,0.020,5.1,13.4
3,2025-10-11,81.4,65.9,0.004,74,73.4,0.004,4.9,13.0
3,2025-10-12,81.9,67.8,0.043,76,73.8,0.043,4.5,13.0
3,2025-10-13,80.9,66.5,0.087,82,72.0,0.087,5.2,15.4
3,2025-10-14,79.2,65.3,0.087,83,71.9,0.087,6.3,15.0
3,2025-10-15,75.3,65.2,0.929,92,69.2,0.929,6.0,14.5
3,2025-10-16,77.5,64.9,0.445,89,69.4,0.445,4.8,14.8
3,2025-10-17,80.9,64.1,0.051,84,71.1,0.051,5.6,15.0
3,2025-10-18,80.4,66.1,0.083,79,71.9,0.083,4.6,12.8
