location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,13.743409,100.495865,4.0,0,GMT,GMT
1,18.80492,99.02655,313.0,0,GMT,GMT
2,19.9297,99.8002,397.0,0,GMT,GMT
3,19.578207,97.96223,1141.0,0,GMT,GMT
4,7.908612,98.37031,6.0,0,GMT,GMT
5,8.04921,98.92308,36.0,0,GMT,GMT
6,9.525483,100.02611,443.0,0,GMT,GMT
7,10.087873,99.85977,148.0,0,GMT,GMT
8,12.899824,100.953674,13.0,0,GMT,GMT
9,12.54833,99.92767,11.0,0,GMT,GMT
10,14.376099,100.583336,6.0,0,GMT,GMT

location_id,time,temperature_2m_max (°F),temperature_2m_min (°F),precipitation_sum (inch),relative_humidity_2m_mean (%),temperature_2m_mean (°F),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
0,2025-01-01,92.4,72.2,0.000,49,82.1,0.000,4.3,15.0
0,2025-01-02,92.6,71.5,0.000,46,82.7,0.000,6.8,18.6
0,2025-01-03,92.4,72.8,0.000,50,82.5,0.000,7.2,19.0
0,2025-01-04,92.9,72.3,0.000,44,82.6,0.000,4.9,14.8
0,2025-01-05,90.4,69.7,0.000,43,80.5,0.000,6.9,18.1
0,2025-01-06,90.4,68.9,0.000,42,80.2,0.000,4.8,13.9
0,2025-01-07,91.8,69.8,0.000,44,82.0,0.000,4.3,15.7
0,2025-01-08,93.4,73.1,0.000,43,84.3,0.000,5.4,17.4
0,2025-01-09,93.0,74.3,0.000,47,83.9,0.000,8.1,23.0
0,2025-01-10,87.9,71.9,0.000,50,80.9,0.000,9.6,26.4
0,2025-01-11,86.2,67.0,0.000,47,77.3,0.000,9.2,24.8
0,2025-01-12,84.2,65.7,0.000,46,74.2,0.000,7.1,16.8
0,2025-01-13,84.9,65.3,0.000,43,75.4,0.000,5.4,16.1
0,2025-01-14,88.6,65.3,0.000,42,77.9,0.000,7.0,16.6
0,2025-01-15,94.2,69.1,0.000,46,83.2,0.000,9.4,24.6
0,2025-01-16,91.2,73.8,0.000,48,82.5,0.000,7.9,19.9
0,2025-01-17,90.1,71.6,0.000,45,81.0,0.000,8.3,19.9
0,2025-01-18,92.8,70.2,0.000,40,81.5,0.000,6.1,18.8
0,2025-01-19,92.4,69.5,0.000,39,81.7,0.000,5.0,15.9
0,2025-01-20,93.5,70.7,0.000,42,82.0,0.000,3.2,12.8
0,2025-01-21,93.5,71.9,0.000,44,82.2,0.000,4.6,15.9
0,2025-01-22,94.4,71.8,0.000,43,82.9,0.000,4.5,15.2
0,2025-01-23,95.5,73.3,0.000,45,83.2,0.000,6.8,18.6
0,2025-01-24,96.8,73.2,0.000,50,83.8,0.000,5.7,17.7
0,2025-01-25,96.4,73.0,0.000,62,83.5,0.000,7.7,22.1
0,2025-01-26,97.4,74.6,0.008,64,84.7,0.008,8.8,21.5
0,2025-01-27,84.9,72.6,0.000,48,78.5,0.000,11.3,27.7
0,2025-01-28,87.3,71.9,0.000,44,79.4,0.000,7.9,22.8
0,2025-01-29,87.4,70.9,0.000,46,79.7,0.000,7.3,22.1
0,2025-01-30,91.8,71.2,0.000,47,81.4,0.000,5.5,17.9
0,2025-01-31,94.6,71.7,0.000,50,82.7,0.000,7.4,20.8
0,2025-02-01,96.2,73.5,0.000,53,83.8,0.000,9.1,24.6
0,2025-02-02,96.2,73.9,0.000,59,84.4,0.000,7.0,21.0
0,2025-02-03,95.5,75.0,0.000,64,85.0,0.000,6.8,19.9
0,2025-02-04,93.1,76.7,0.039,59,84.5,0.039,8.0,21.9
0,2025-02-05,94.9,76.1,0.000,61,83.8,0.000,6.4,19.7
0,2025-02-06,93.0,76.3,0.000,68,83.7,0.000,7.1,20.4
0,2025-02-07,91.2,76.5,0.004,64,84.5,0.004,5.6,18.6
0,2025-02-08,94.0,75.2,0.000,45,85.2,0.000,8.4,23.7
0,2025-02-09,90.6,72.6,0.000,44,81.9,0.000,8.7,24.6
0,2025-02-10,92.9,72.2,0.000,44,82.8,0.000,4.1,15.7
0,2025-02-11,96.8,73.0,0.000,42,85.1,0.000,4.1,13.6
0,2025-02-12,99.3,74.4,0.000,42,86.8,0.000,8.0,21.5
0,2025-02-13,98.2,76.9,0.000,54,86.8,0.000,9.3,25.1
0,2025-02-14,95.1,77.0,0.000,66,84.9,0.000,6.6,19.5
0,2025-02-15,98.6,77.0,0.000,53,86.9,0.000,7.1,20.4
0,2025-02-16,99.1,77.5,0.000,62,86.7,0.000,9.4,25.3
0,2025-02-17,89.8,77.4,0.181,74,83.5,0.181,8.2,20.8
0,2025-02-18,89.4,73.0,0.689,78,81.0,0.689,7.2,21.7
0,2025-02-19,90.2,73.0,0.406,82,80.1,0.406,5.2,20.6
0,2025-02-20,90.2,73.9,0.020,74,82.9,0.020,5.7,15.0
0,2025-02-21,90.3,73.7,0.209,80,81.1,0.209,8.1,23.3
0,2025-02-22,94.6,74.4,0.071,67,84.2,0.071,7.7,16.3
0,2025-02-23,96.6,76.3,0.197,63,85.5,0.197,8.3,23.5
0,2025-02-24,82.2,73.6,0.394,80,77.3,0.394,6.5,22.4
0,2025-02-25,83.9,71.4,0.059,74,76.9,0.059,8.4,18.6
0,2025-02-26,90.8,71.2,0.000,66,82.0,0.000,5.5,17.4
0,2025-02-27,95.0,75.3,0.004,62,85.6,0.004,5.6,17.7
0,2025-02-28,97.1,78.3,0.047,67,86.1,0.047,6.3,20.6
0,2025-03-01,94.1,79.6,0.004,73,85.8,0.004,6.6,19.2
0,2025-03-02,96.1,80.7,0.000,71,86.7,0.000,7.1,20.1
0,2025-03-03,94.2,81.3,0.000,72,86.4,0.000,7.9,23.0
0,2025-03-04,94.5,81.0,0.000,68,86.4,0.000,8.2,23.7
0,2025-03-05,96.1,80.1,0.000,72,86.4,0.000,7.1,20.4
0,2025-03-06,95.0,80.6,0.000,71,86.3,0.000,7.7,21.7
0,2025-03-07,92.7,75.5,0.283,79,81.0,0.283,9.7,26.8
0,2025-03-08,91.0,74.9,0.000,69,82.0,0.000,7.5,20.1
0,2025-03-09,93.7,74.8,0.000,58,85.4,0.000,6.0,18.3
0,2025-03-10,98.1,78.6,0.000,50,89.9,0.000,7.0,21.0
0,2025-03-11,98.7,81.1,0.091,64,88.0,0.091,6.8,19.2
0,2025-03-12,95.5,81.8,0.020,66,87.7,0.020,7.3,21.3
0,2025-03-13,94.5,80.7,0.287,72,85.5,0.287,7.7,21.9
0,2025-03-14,95.3,81.1,0.024,68,87.0,0.024,6.9,21.0
0,2025-03-15,95.7,81.6,0.004,68,87.9,0.004,6.0,17.7
0,2025-03-16,98.1,82.0,0.012,69,88.0,0.012,5.8,19.0
0,2025-03-17,94.6,79.3,0.169,74,85.1,0.169,7.0,21.0
0,2025-03-18,94.6,78.9,0.055,63,87.2,0.055,6.7,22.1
0,2025-03-19,94.5,74.4,0.000,48,84.7,0.000,9.3,25.9
0,2025-03-20,92.8,72.8,0.000,47,82.9,0.000,5.9,16.8
0,2025-03-21,92.5,73.1,0.000,46,83.9,0.000,5.9,18.3
0,2025-03-22,97.1,76.1,0.000,49,86.9,0.000,5.3,18.1
0,2025-03-23,100.1,78.1,0.000,50,88.7,0.000,8.9,23.5
0,2025-03-24,98.7,79.9,0.031,62,88.1,0.031,6.7,21.0
0,2025-03-25,98.1,81.4,0.000,68,88.1,0.000,7.9,21.3
0,2025-03-26,97.5,82.7,0.114,71,87.8,0.114,7.6,20.6
0,2025-03-27,96.8,81.4,0.028,68,87.8,0.028,7.5,20.1
0,2025-03-28,101.4,81.6,0.000,54,89.2,0.000,8.4,22.6
0,2025-03-29,98.2,82.9,0.012,62,89.3,0.012,8.0,23.3
0,2025-03-30,94.4,75.5,0.626,76,84.0,0.626,7.3,20.1
0,2025-03-31,88.6,74.7,0.665,85,80.8,0.665,7.0,20.4
0,2025-04-01,89.8,77.2,0.055,81,83.1,0.055,4.4,15.0
0,2025-04-02,91.5,78.5,0.091,77,83.8,0.091,6.8,18.6
0,2025-04-03,94.6,79.3,0.008,73,85.2,0.008,7.0,17.9
0,2025-04-04,92.4,79.9,0.024,70,86.1,0.024,7.6,20.6
0,2025-04-05,93.4,81.1,0.016,70,86.3,0.016,8.7,24.4
0,2025-04-06,95.7,82.0,0.000,66,87.5,0.000,7.8,23.3
0,2025-04-07,93.5,79.3,0.079,77,84.4,0.079,8.0,22.8
0,2025-04-08,93.1,80.0,0.079,77,85.2,0.079,7.9,22.1
0,2025-04-09,92.2,76.6,0.024,75,85.0,0.024,7.3,20.6
0,2025-04-10,88.3,77.3,0.122,82,83.0,0.122,6.4,16.3
0,2025-04-11,91.9,77.6,0.224,79,84.1,0.224,7.6,19.0
0,2025-04-12,94.3,78.6,0.031,66,87.2,0.031,8.1,23.0
0,2025-04-13,97.5,76.0,0.173,66,88.2,0.173,7.0,23.0
0,2025-04-14,90.0,77.8,0.335,80,82.6,0.335,6.6,19.2
0,2025-04-15,96.7,78.9,0.240,76,84.7,0.240,7.9,25.7
0,2025-04-16,87.0,79.2,0.547,86,82.6,0.547,5.2,15.4
0,2025-04-17,93.7,78.2,0.118,77,84.8,0.118,6.8,17.2
0,2025-04-18,94.5,79.3,0.224,74,85.6,0.224,6.7,20.8
0,2025-04-19,96.3,79.8,0.157,71,87.3,0.157,7.0,22.4
0,2025-04-20,96.6,83.7,0.008,63,89.2,0.008,8.9,25.1
0,2025-04-21,97.8,82.9,0.000,60,89.6,0.000,7.7,23.0
0,2025-04-22,97.3,82.7,0.000,62,89.5,0.000,9.2,25.1
0,2025-04-23,100.1,83.8,0.028,62,89.5,0.028,7.5,23.9
0,2025-04-24,96.6,83.3,0.000,64,89.5,0.000,9.2,22.8
0,2025-04-25,101.7,84.5,0.004,61,91.0,0.004,8.9,21.7
0,2025-04-26,95.9,84.5,0.094,68,88.3,0.094,10.1,28.4
0,2025-04-27,90.9,80.0,0.354,78,84.1,0.354,8.7,23.3
0,2025-04-28,95.3,78.8,0.031,69,86.6,0.031,7.4,22.4
0,2025-04-29,93.9,79.7,0.071,64,87.0,0.071,5.7,14.3
0,2025-04-30,100.3,75.8,1.287,68,87.3,1.287,8.4,24.2
0,2025-05-01,92.7,77.9,0.157,78,85.5,0.157,4.5,13.0
0,2025-05-02,93.2,77.9,0.161,80,84.5,0.161,5.3,14.3
0,2025-05-03,88.8,78.4,0.043,84,82.7,0.043,4.9,12.8
0,2025-05-04,91.6,80.9,0.063,78,85.1,0.063,4.6,13.2
0,2025-05-05,91.8,80.6,0.004,77,85.7,0.004,7.1,17.9
0,2025-05-06,89.4,79.8,0.264,83,84.0,0.264,6.9,19.0
0,2025-05-07,90.1,80.9,0.114,79,85.0,0.114,7.1,19.0
0,2025-05-08,95.5,81.3,0.134,77,86.7,0.134,7.6,18.3
0,2025-05-09,94.9,81.5,0.193,74,87.7,0.193,6.2,13.9
0,2025-05-10,96.4,77.0,1.220,81,83.5,1.220,5.6,17.4
0,2025-05-11,88.9,75.7,0.394,86,81.9,0.394,6.0,17.0
0,2025-05-12,89.3,75.7,0.406,86,80.6,0.406,6.3,19.5
0,2025-05-13,86.6,75.7,0.626,85,81.2,0.626,5.1,14.8
0,2025-05-14,87.1,77.1,0.571,87,81.1,0.571,9.0,22.4
0,2025-05-15,87.4,76.7,0.228,87,81.4,0.228,5.6,15.9
0,2025-05-16,89.4,78.4,0.496,88,82.6,0.496,4.6,18.1
0,2025-05-17,88.8,78.3,0.815,88,82.3,0.815,6.4,18.1
0,2025-05-18,90.8,79.2,0.004,82,84.5,0.004,4.9,12.8
0,2025-05-19,89.3,80.6,0.071,83,84.4,0.071,6.5,18.6
0,2025-05-20,90.2,81.3,0.024,78,85.3,0.024,4.7,12.8
0,2025-05-21,87.7,79.7,0.276,85,83.6,0.276,7.0,17.9
0,2025-05-22,90.9,80.2,0.134,79,85.0,0.134,6.2,15.9
0,2025-05-23,93.8,78.9,0.142,78,84.9,0.142,7.5,17.7
0,2025-05-24,91.0,76.3,0.390,82,83.0,0.390,7.3,19.9
0,2025-05-25,88.4,77.5,0.528,86,81.8,0.528,8.3,19.5
0,2025-05-26,86.5,78.4,0.417,87,81.1,0.417,8.9,20.4
0,2025-05-27,85.6,79.0,0.079,86,82.1,0.079,6.7,18.3
0,2025-05-28,90.1,80.2,0.102,82,84.4,0.102,5.7,15.4
0,2025-05-29,88.5,81.5,0.157,83,84.1,0.157,6.5,19.2
0,2025-05-30,87.8,80.8,0.646,85,83.0,0.646,9.6,21.5
0,2025-05-31,87.4,78.4,0.287,86,82.3,0.287,9.2,24.8
0,2025-06-01,89.3,80.1,0.646,80,83.5,0.646,7.8,23.0
0,2025-06-02,89.1,78.4,0.335,83,83.0,0.335,8.6,23.5
0,2025-06-03,88.3,78.4,0.000,81,82.9,0.000,7.9,20.1
0,2025-06-04,92.8,79.0,0.252,79,84.3,0.252,6.9,20.4
0,2025-06-05,93.7,79.6,0.142,76,84.7,0.142,7.0,18.3
0,2025-06-06,93.3,79.5,0.016,76,85.7,0.016,6.1,17.2
0,2025-06-07,93.7,78.3,0.319,78,84.6,0.319,9.2,21.5
0,2025-06-08,90.9,79.7,0.043,78,85.3,0.043,7.2,18.1
0,2025-06-09,90.7,78.8,0.079,79,83.8,0.079,8.0,22.8
0,2025-06-10,91.1,78.3,0.028,75,84.4,0.028,7.7,18.8
0,2025-06-11,91.5,78.1,0.083,77,83.9,0.083,5.3,19.9
0,2025-06-12,91.6,78.0,0.236,81,82.7,0.236,9.2,24.6
0,2025-06-13,86.1,79.4,0.193,85,81.8,0.193,7.6,23.9
0,2025-06-14,87.4,78.5,0.520,86,81.7,0.520,9.5,27.1
0,2025-06-15,88.0,77.6,0.059,82,82.4,0.059,7.6,18.1
0,2025-06-16,90.7,77.4,0.051,77,83.6,0.051,7.0,18.3
0,2025-06-17,91.7,77.5,0.189,77,84.1,0.189,6.0,18.6
0,2025-06-18,92.2,78.4,0.110,76,84.0,0.110,5.5,18.1
0,2025-06-19,90.4,77.5,0.539,81,82.7,0.539,6.9,17.7
0,2025-06-20,89.0,78.1,0.071,77,83.0,0.071,6.6,21.5
0,2025-06-21,91.3,77.8,0.827,80,83.2,0.827,6.3,19.2
0,2025-06-22,90.1,77.5,0.205,76,83.4,0.205,8.9,23.9
0,2025-06-23,90.5,77.9,0.217,79,82.8,0.217,8.9,24.6
0,2025-06-24,87.5,78.2,0.071,78,82.7,0.071,7.1,18.6
0,2025-06-25,89.7,78.0,0.217,81,83.1,0.217,6.5,19.2
0,2025-06-26,90.5,75.7,0.260,74,83.1,0.260,7.6,19.5
0,2025-06-27,88.7,76.1,0.528,81,81.3,0.528,6.6,21.5
0,2025-06-28,85.2,77.2,0.386,85,80.4,0.386,5.9,19.2
0,2025-06-29,86.7,76.2,0.528,85,80.5,0.528,5.8,22.1
0,2025-06-30,85.5,78.3,0.118,82,81.1,0.118,7.6,20.4
0,2025-07-01,88.0,76.6,0.791,85,80.9,0.791,6.2,20.4
0,2025-07-02,82.9,76.9,0.406,89,79.2,0.406,7.6,17.4
0,2025-07-03,87.2,76.4,0.657,85,80.3,0.657,6.4,17.0
0,2025-07-04,88.8,77.8,0.409,80,82.0,0.409,6.7,22.1
0,2025-07-05,90.3,76.8,0.189,80,81.7,0.189,8.7,23.3
0,2025-07-06,88.4,78.6,0.126,81,82.3,0.126,5.8,21.5
0,2025-07-07,87.2,78.0,0.185,83,82.5,0.185,7.1,23.0
0,2025-07-08,85.8,77.1,0.472,89,80.7,0.472,7.5,23.3
0,2025-07-09,87.1,77.2,0.138,82,82.4,0.138,6.6,20.1
0,2025-07-10,89.3,77.4,0.098,79,82.8,0.098,8.7,25.3
0,2025-07-11,87.6,77.5,0.067,77,82.5,0.067,8.9,25.1
0,2025-07-12,90.9,78.4,0.437,78,83.2,0.437,6.3,21.7
0,2025-07-13,91.2,78.4,0.657,83,83.6,0.657,4.9,18.8
0,2025-07-14,89.4,79.0,0.071,83,83.3,0.071,6.9,18.6
0,2025-07-15,89.2,79.0,0.295,83,83.7,0.295,6.9,16.3
0,2025-07-16,87.4,77.5,0.177,85,81.7,0.177,8.4,19.5
0,2025-07-17,88.1,78.6,0.283,86,81.6,0.283,6.1,16.1
0,2025-07-18,86.3,78.1,0.094,82,82.0,0.094,7.8,21.7
0,2025-07-19,88.6,78.3,0.508,84,81.7,0.508,7.8,23.0
0,2025-07-20,87.4,77.8,0.303,86,80.5,0.303,8.0,26.2
0,2025-07-21,85.3,77.5,0.118,85,80.7,0.118,8.3,28.9
0,2025-07-22,84.7,78.6,0.299,86,80.4,0.299,9.2,23.7
0,2025-07-23,86.2,79.9,0.083,82,82.1,0.083,7.9,29.1
0,2025-07-24,88.7,79.0,0.004,79,83.4,0.004,8.2,23.7
0,2025-07-25,90.3,78.7,0.051,75,84.3,0.051,9.4,23.9
0,2025-07-26,89.9,77.6,0.177,79,83.3,0.177,8.6,25.5
0,2025-07-27,86.5,79.2,0.055,84,82.4,0.055,6.2,19.0
0,2025-07-28,85.4,79.3,0.807,85,82.2,0.807,7.7,25.3
0,2025-07-29,87.4,79.2,0.244,83,82.7,0.244,8.5,25.3
0,2025-07-30,90.0,77.3,0.224,83,81.6,0.224,8.1,21.3
0,2025-07-31,90.8,77.7,0.114,77,83.9,0.114,7.0,21.9
0,2025-08-01,91.7,78.0,0.031,76,84.5,0.031,7.5,20.8
0,2025-08-02,92.1,78.8,0.000,75,85.4,0.000,6.7,17.2
0,2025-08-03,93.6,78.7,0.000,74,85.8,0.000,8.3,20.1
0,2025-08-04,95.4,80.1,0.000,70,87.2,0.000,7.4,18.3
0,2025-08-05,95.5,80.5,0.008,67,87.7,0.008,6.3,20.8
0,2025-08-06,95.9,79.0,0.374,76,84.4,0.374,7.9,21.5
0,2025-08-07,91.7,79.1,0.016,77,84.7,0.016,8.8,24.2
0,2025-08-08,90.1,78.9,0.110,76,83.8,0.110,10.2,20.6
0,2025-08-09,94.4,78.6,0.067,72,84.9,0.067,9.6,27.1
0,2025-08-10,93.2,79.6,0.024,67,85.7,0.024,9.1,27.1
0,2025-08-11,87.9,77.3,0.417,80,82.0,0.417,7.0,21.3
0,2025-08-12,89.3,77.2,0.043,78,83.1,0.043,7.7,20.6
0,2025-08-13,89.0,76.0,0.193,77,82.3,0.193,6.2,17.2
0,2025-08-14,91.7,76.9,0.122,76,83.1,0.122,7.4,20.1
0,2025-08-15,89.2,77.5,0.575,81,82.0,0.575,9.5,21.7
0,2025-08-16,84.7,75.5,0.307,86,79.5,0.307,6.8,18.8
0,2025-08-17,83.8,75.3,0.047,80,79.8,0.047,5.8,12.1
0,2025-08-18,89.9,76.9,0.205,82,80.9,0.205,6.8,18.1
0,2025-08-19,85.8,76.3,0.291,85,80.9,0.291,5.1,18.6
0,2025-08-20,91.7,77.5,0.039,78,83.1,0.039,8.1,20.1
0,2025-08-21,92.3,75.8,0.528,81,82.3,0.528,8.5,19.7
0,2025-08-22,85.9,76.6,0.744,88,79.6,0.744,8.0,21.0
0,2025-08-23,88.3,75.8,0.728,84,80.0,0.728,8.0,21.7
0,2025-08-24,87.7,76.5,0.524,84,80.4,0.524,6.0,20.1
0,2025-08-25,87.4,76.6,0.469,84,80.7,0.469,7.6,21.9
0,2025-08-26,86.2,76.8,0.657,84,80.2,0.657,8.4,24.4
0,2025-08-27,86.3,76.4,0.079,81,80.5,0.079,6.0,22.8
0,2025-08-28,88.8,77.0,0.059,76,82.3,0.059,9.0,25.1
0,2025-08-29,91.6,77.9,0.000,71,84.1,0.000,8.4,22.8
0,2025-08-30,92.0,77.5,0.059,76,83.6,0.059,8.4,21.9
0,2025-08-31,87.3,75.6,0.528,88,80.1,0.528,6.3,20.6
0,2025-09-01,88.0,77.2,0.311,83,82.1,0.311,7.4,15.7
0,2025-09-02,87.3,78.4,0.130,82,82.2,0.130,4.8,16.1
0,2025-09-03,87.5,76.9,0.102,83,81.0,0.102,6.0,16.1
0,2025-09-04,86.9,76.6,0.520,88,80.5,0.520,6.3,14.5
0,2025-09-05,90.1,77.7,0.098,83,81.9,0.098,5.7,15.9
0,2025-09-06,88.8,76.3,0.728,88,81.1,0.728,4.4,16.8
0,2025-09-07,87.8,76.3,0.969,88,80.7,0.969,5.9,16.8
0,2025-09-08,84.6,77.4,0.768,88,79.8,0.768,7.5,21.0
0,2025-09-09,85.5,75.9,0.677,87,80.2,0.677,9.8,24.2
0,2025-09-10,83.6,76.8,0.118,88,79.7,0.118,7.1,16.1
0,2025-09-11,88.5,78.2,0.043,83,82.9,0.043,4.5,14.5
0,2025-09-12,89.7,77.1,0.398,86,82.4,0.398,4.9,13.6
0,2025-09-13,91.7,75.6,0.142,83,82.4,0.142,4.9,15.0
0,2025-09-14,86.4,76.5,0.091,85,81.0,0.091,5.6,16.1
0,2025-09-15,87.9,76.3,0.161,84,81.2,0.161,7.6,19.5
0,2025-09-16,88.7,77.8,0.016,84,81.8,0.016,5.4,13.4
0,2025-09-17,89.3,76.8,0.543,86,81.4,0.543,6.0,18.3
0,2025-09-18,89.2,77.1,0.283,84,81.4,0.283,6.4,17.7
0,2025-09-19,85.4,78.3,0.307,85,80.9,0.307,9.0,19.9
0,2025-09-20,87.0,78.9,0.173,81,82.6,0.173,8.2,23.3
0,2025-09-21,87.6,77.2,0.677,80,82.2,0.677,6.8,22.1
0,2025-09-22,89.1,78.4,0.098,77,83.2,0.098,6.4,21.7
0,2025-09-23,87.2,78.8,0.106,82,82.1,0.106,6.9,22.1
0,2025-09-24,86.0,78.0,0.165,82,81.4,0.165,7.1,23.5
0,2025-09-25,87.6,78.3,0.236,82,81.9,0.236,6.4,21.7
0,2025-09-26,85.8,75.9,0.807,87,80.1,0.807,6.4,18.6
0,2025-09-27,85.7,75.6,0.610,90,78.8,0.610,5.9,19.0
0,2025-09-28,89.2,76.6,0.150,82,81.8,0.150,5.2,13.0
0,2025-09-29,89.2,77.5,0.244,81,82.2,0.244,8.3,22.6
0,2025-09-30,84.6,76.4,0.717,88,79.6,0.717,9.4,23.0
0,2025-10-01,88.0,77.4,0.035,84,82.1,0.035,6.0,16.1
0,2025-10-02,91.0,76.2,0.126,81,83.0,0.126,3.2,10.3
0,2025-10-03,89.8,75.7,0.839,82,82.3,0.839,4.7,13.2
0,2025-10-04,87.0,76.9,0.059,85,81.3,0.059,3.6,12.5
0,2025-10-05,87.6,76.4,0.094,84,81.6,0.094,8.4,19.7
0,2025-10-06,91.0,78.4,0.016,81,82.8,0.016,6.2,18.8
0,2025-10-07,89.9,76.9,0.476,85,81.5,0.476,9.2,22.1
0,2025-10-08,89.1,75.7,0.571,84,81.2,0.571,6.2,18.6
0,2025-10-09,88.3,76.9,0.035,85,81.7,0.035,6.1,16.8
0,2025-10-10,90.5,77.7,0.236,85,82.1,0.236,8.8,22.6
0,2025-10-11,88.4,76.7,0.453,86,81.3,0.453,4.5,14.3
0,2025-10-12,90.0,77.5,0.311,87,81.0,0.311,6.3,18.1
0,2025-10-13,89.3,75.8,1.657,87,80.4,1.657,5.1,13.2
0,2025-10-14,84.4,76.6,0.291,89,79.8,0.291,3.9,13.0
0,2025-10-15,87.5,76.9,0.130,86,81.3,0.130,4.0,14.3
0,2025-10-16,90.6,77.7,0.028,82,82.7,0.028,6.0,17.0
0,2025-10-17,91.0,75.8,0.154,81,83.1,0.154,9.7,21.7
0,2025-10-18,91.7,76.0,0.185,84,82.5,0.185,8.2,21.7
0,2025-10-19,90.2,74.5,0.343,81,82.3,0.343,7.1,23.7
0,2025-10-20,90.4,75.4,0.276,83,82.3,0.276,4.2,15.9
0,2025-10-21,90.8,77.1,0.000,74,83.9,0.000,4.3,15.9
0,2025-10-22,88.1,75.9,0.012,74,82.1,0.012,5.8,18.8
0,2025-10-23,87.2,74.6,0.000,73,80.9,0.000,8.2,21.7
0,2025-10-24,88.5,76.2,0.008,72,82.1,0.008,6.3,18.6
0,2025-10-25,89.5,77.8,0.035,74,82.6,0.035,5.6,19.7
0,2025-10-26,91.0,76.7,0.004,66,83.7,0.004,9.1,26.2
0,2025-10-27,88.6,77.5,0.012,70,82.5,0.012,4.8,19.5
0,2025-10-28,86.6,79.4,0.031,70,83.1,0.031,7.4,19.0
0,2025-10-29,89.4,78.4,0.087,72,83.4,0.087,7.9,21.5
0,2025-10-30,85.7,76.7,0.327,86,79.7,0.327,7.0,20.6
0,2025-10-31,89.3,75.7,0.685,84,81.0,0.685,5.9,16.1
0,2025-11-01,84.5,76.4,1.976,93,78.5,1.976,5.2,14.1
0,2025-11-02,86.6,75.4,1.291,92,78.7,1.291,6.2,15.9
0,2025-11-03,85.3,75.2,0.197,87,79.1,0.197,5.9,12.5
0,2025-11-04,85.0,75.7,0.024,85,79.9,0.024,3.1,11.4
0,2025-11-05,84.7,75.8,0.012,81,80.2,0.012,3.3,10.7
0,2025-11-06,87.6,77.5,0.051,80,81.7,0.051,5.6,12.5
0,2025-11-07,86.1,76.0,0.154,84,81.3,0.154,5.6,14.8
0,2025-11-08,85.9,76.9,0.138,88,80.7,0.138,3.3,12.1
0,2025-11-09,91.0,75.4,0.413,82,82.9,0.413,5.6,12.5
0,2025-11-10,88.1,77.0,0.028,87,80.8,0.028,5.2,15.0
0,2025-11-11,93.4,79.2,0.016,77,85.2,0.016,3.5,12.3
0,2025-11-12,92.9,76.2,0.760,78,83.2,0.760,5.8,19.2
0,2025-11-13,87.4,76.1,0.386,88,80.1,0.386,6.2,13.2
0,2025-11-14,88.5,72.9,0.004,70,80.7,0.004,7.3,15.2
0,2025-11-15,85.4,72.5,0.000,68,78.6,0.000,8.2,22.4
0,2025-11-16,86.9,73.8,0.008,71,80.5,0.008,6.5,17.9
0,2025-11-17,86.3,75.5,0.291,82,78.9,0.291,8.5,24.2
0,2025-11-18,86.0,74.1,0.567,81,78.4,0.567,6.9,22.6
0,2025-11-19,82.4,69.5,0.000,70,76.0,0.000,8.7,21.0
0,2025-11-20,78.1,69.7,0.000,69,73.6,0.000,7.8,19.0
0,2025-11-21,78.4,69.6,0.000,65,73.7,0.000,8.2,19.5
0,2025-11-22,84.9,70.3,0.000,64,76.7,0.000,6.7,17.2
0,2025-11-23,87.0,71.6,0.000,64,79.3,0.000,7.9,20.4
0,2025-11-24,88.3,73.3,0.000,64,80.6,0.000,8.2,19.0
0,2025-11-25,85.6,69.1,0.000,62,77.9,0.000,6.6,16.6
0,2025-11-26,86.4,68.9,0.000,56,77.6,0.000,8.8,21.9
0,2025-11-27,84.5,64.2,0.000,50,75.1,0.000,9.0,19.9
0,2025-11-28,82.7,63.5,0.000,43,72.8,0.000,7.8,21.7
0,2025-11-29,85.8,65.1,0.000,50,75.2,0.000,6.8,17.7
0,2025-11-30,88.6,67.1,0.000,52,78.2,0.000,6.0,18.3
0,2025-12-01,91.7,70.2,0.000,55,80.9,0.000,5.6,17.0
0,2025-12-02,94.5,73.1,0.000,57,83.3,0.000,4.9,15.2
0,2025-12-03,95.2,75.9,0.004,56,86.2,0.004,6.1,17.4
0,2025-12-04,91.2,77.7,0.028,59,84.7,0.028,6.9,20.4
0,2025-12-05,88.3,74.4,0.205,80,79.6,0.205,8.4,23.5
0,2025-12-06,86.5,74.3,0.000,75,80.7,0.000,5.2,15.0
0,2025-12-07,88.4,72.7,0.000,69,80.7,0.000,4.9,12.3
0,2025-12-08,85.6,72.0,0.000,62,78.1,0.000,8.9,22.8
0,2025-12-09,85.6,70.0,0.000,66,77.3,0.000,5.9,16.6
0,2025-12-10,88.9,70.3,0.000,64,79.2,0.000,9.4,22.8
0,2025-12-11,80.2,73.0,0.012,78,75.3,0.012,6.9,17.0
0,2025-12-12,83.9,73.3,0.004,78,78.3,0.004,6.8,15.7
0,2025-12-13,89.2,74.8,0.094,78,80.0,0.094,7.4,19.0
