location_id,destination,date,month,max_temp_f,min_temp_f,precipitation_in,avg_humidity_pct,avg_temp_f,rain_in,rainy_day,max_wind_speed_mph,max_wind_gust_mph
1,Chiang Mai,2025-11-18,November,77.9,70.1,0.382,86,72.7,0.382,Yes,5.3,16.1
1,Chiang Mai,2025-11-19,November,73.2,65,0.059,84,70,0.059,Yes,9.3,19.2
1,Chiang Mai,2025-11-20,November,78.9,65.1,0,67,71.7,0,No,9.8,20.8
1,Chiang Mai,2025-11-21,November,80.9,61.8,0,66,71,0,No,9.8,21.7
1,Chiang Mai,2025-11-22,November,81.3,61.8,0,75,71,0,No,4.6,11
1,Chiang Mai,2025-11-23,November,82,62.2,0,78,71.5,0,No,4.8,12.8
1,Chiang Mai,2025-11-24,November,83.1,61.4,0,71,71.5,0,No,7.1,13.9
1,Chiang Mai,2025-11-25,November,80.7,59.8,0,67,69.7,0,No,10.6,23.5
1,Chiang Mai,2025-11-26,November,79.5,58.8,0,66,67.6,0,No,7.3,16.6
1,Chiang Mai,2025-11-27,November,79.3,57.2,0,60,67.3,0,No,11.9,26.4
1,Chiang Mai,2025-11-28,November,76.9,51.6,0,59,63.4,0,No,8.1,19.9
1,Chiang Mai,2025-11-29,November,76.8,51.1,0,71,63.4,0,No,3.5,8.3
1,Chiang Mai,2025-11-30,November,78.2,53.3,0,72,65.8,0,No,3.8,9.8
1,Chiang Mai,2025-12-01,December,79.5,56.4,0,72,67.3,0,No,3.9,11
1,Chiang Mai,2025-12-02,December,81.1,57.4,0,69,68.9,0,No,3.7,9.2
1,Chiang Mai,2025-12-03,December,82.9,58.9,0,76,71.3,0,No,3.6,9.4
1,Chiang Mai,2025-12-04,December,82.6,61.1,0,75,71.6,0,No,3.7,9.2
1,Chiang Mai,2025-12-05,December,82.6,62.9,0.004,76,73.6,0.004,Yes,3.7,10.1
1,Chiang Mai,2025-12-06,December,83.4,65.1,0.028,80,74.6,0.028,Yes,4.5,13.2
1,Chiang Mai,2025-12-07,December,84.8,66.7,0.024,78,75.6,0.024,Yes,3.3,9.2
1,Chiang Mai,2025-12-08,December,82.1,66.6,0.043,79,74.3,0.043,Yes,5.1,12.3
1,Chiang Mai,2025-12-09,December,80.4,63.8,0,74,72.1,0,No,3.7,11.9
1,Chiang Mai,2025-12-10,December,80.2,60.9,0,73,70.2,0,No,3.7,9.4
1,Chiang Mai,2025-12-11,December,80.5,59.4,0.043,72,72.5,0.043,Yes,4.5,9.8
1,Chiang Mai,2025-12-12,December,80.1,66.4,0,78,72.6,0,No,4.2,9.8
1,Chiang Mai,2025-12-13,December,80.2,65.7,0,82,72.5,0,No,5.8,22.6
1,Chiang Mai,2025-12-14,December,82,65.4,0.024,83,71.9,0.024,Yes,6.4,16.1
1,Chiang Mai,2025-12-15,December,81.6,64.7,0,80,73,0,No,3.4,10.3
1,Chiang Mai,2025-12-16,December,82.3,64.5,0.24,75,73.4,0.24,Yes,4.9,16.6
1,Chiang Mai,2025-12-17,December,81.7,63.8,0.11,78,72.8,0.11,Yes,6.5,17
1,Chiang Mai,2025-12-18,December,80.6,64.7,0.024,79,71.9,0.024,Yes,6.8,13.4
1,Chiang Mai,2025-12-19,December,80.9,63.5,0.004,75,71.6,0.004,Yes,4.3,10.1
1,Chiang Mai,2025-12-20,December,81.5,62.3,0,71,71.1,0,No,4,10.5
1,Chiang Mai,2025-12-21,December,81.8,60.6,0,72,70.8,0,No,4.5,11
1,Chiang Mai,2025-12-22,December,81.3,60.7,0,72,70.7,0,No,4.9,13.9
1,Chiang Mai,2025-12-23,December,81.9,62.8,0,71,72.6,0,No,4.5,13.9
1,Chiang Mai,2025-12-24,December,84.2,63.5,0,67,73.1,0,No,4.1,11.6
1,Chiang Mai,2025-12-25,December,84.1,62.2,0,66,72.7,0,No,5.3,10.5
1,Chiang Mai,2025-12-26,December,82.4,61.5,0,71,72,0,No,4.7,13.6
1,Chiang Mai,2025-12-27,December,81.4,62.2,0.008,69,71.3,0.008,Yes,4.6,13.4
1,Chiang Mai,2025-12-28,December,81.5,61.8,0,70,71.2,0,No,4.4,14.1
1,Chiang Mai,2025-12-29,December,83,60.4,0,70,70.9,0,No,4.9,12.5
1,Chiang Mai,2025-12-30,December,81,60,0,69,70,0,No,3.7,11.2
1,Chiang Mai,2025-12-31,December,81.4,60.5,0,73,70.3,0,No,3.9,11.4
2,Chiang Rai,2025-01-01,January,78.6,61,0,72,69.5,0,No,3.5,11.4
2,Chiang Rai,2025-01-02,January,79.1,60.9,0,74,69.3,0,No,3,10.1
2,Chiang Rai,2025-01-03,January,78.9,59.4,0.004,71,68.6,0.004,Yes,4.7,13
2,Chiang Rai,2025-01-04,January,78.1,58.7,0,71,66.9,0,No,3,10.7
2,Chiang Rai,2025-01-05,January,76.8,57.6,0,68,65.8,0,No,5.2,13.2
2,Chiang Rai,2025-01-06,January,75.8,55.7,0,71,65.4,0,No,4.1,10.3
2,Chiang Rai,2025-01-07,January,75.3,55,0,70,66.3,0,No,3.8,11.6
2,Chiang Rai,2025-01-08,January,77.1,56.7,0,70,67.8,0,No,4.5,12.5
2,Chiang Rai,2025-01-09,January,78.2,60,0.004,73,69,0.004,Yes,3.6,11.2
2,Chiang Rai,2025-01-10,January,78.9,61.7,0.012,70,69.9,0.012,Yes,4.9,13.4
2,Chiang Rai,2025-01-11,January,74.6,53.8,0.039,67,65.2,0.039,Yes,8.2,16.6
2,Chiang Rai,2025-01-12,January,70.2,53.1,0,66,60.3,0,No,7,17
2,Chiang Rai,2025-01-13,January,71.8,52.7,0,69,60.8,0,No,3.7,11.6
2,Chiang Rai,2025-01-14,January,73.6,53.2,0,70,62.8,0,No,3,10.5
2,Chiang Rai,2025-01-15,January,75.9,53.9,0,67,64.7,0,No,7.7,17.7
2,Chiang Rai,2025-01-16,January,74.8,55.2,0,71,64.2,0,No,7.3,17.2
2,Chiang Rai,2025-01-17,January,76.2,54.2,0,74,64.8,0,No,2.9,10.7
2,Chiang Rai,2025-01-18,January,77.8,53.3,0,73,67,0,No,4.2,10.5
2,Chiang Rai,2025-01-19,January,78.6,56.4,0,71,67.7,0,No,4,12.1
2,Chiang Rai,2025-01-20,January,79,55.4,0,73,68.6,0,No,4.2,10.7
2,Chiang Rai,2025-01-21,January,79.5,57.4,0,75,68.3,0,No,5.9,13.4
2,Chiang Rai,2025-01-22,January,79.9,56.8,0,75,68.8,0,No,3.6,10.3
2,Chiang Rai,2025-01-23,January,81.1,56.8,0,75,69.1,0,No,5.4,12.1
2,Chiang Rai,2025-01-24,January,82.1,57,0,74,69.5,0,No,5.2,11.2
2,Chiang Rai,2025-01-25,January,82.9,56.3,0,70,70.1,0,No,5.1,10.3
2,Chiang Rai,2025-01-26,January,83.3,57.6,0.039,63,70.7,0.039,Yes,12.2,23.5
2,Chiang Rai,2025-01-27,January,60.1,57.2,0.067,74,58.8,0.067,Yes,10.3,20.1
2,Chiang Rai,2025-01-28,January,71.3,57.7,0,73,64.2,0,No,5.1,13.6
2,Chiang Rai,2025-01-29,January,73.7,59.5,0,73,66.3,0,No,5.8,14.5
2,Chiang Rai,2025-01-30,January,79.3,59,0,73,68.3,0,No,7.7,16.1
2,Chiang Rai,2025-01-31,January,82.8,57.5,0,72,70.2,0,No,3.7,11.6
2,Chiang Rai,2025-02-01,February,83.8,56.1,0,68,69,0,No,4.2,10.3
2,Chiang Rai,2025-02-02,February,83.7,55.6,0,70,69.1,0,No,5.5,11.2
2,Chiang Rai,2025-02-03,February,83.9,55.8,0,60,71.3,0,No,5.3,13.6
2,Chiang Rai,2025-02-04,February,81.5,62.2,0,72,71.7,0,No,7.9,17.7
2,Chiang Rai,2025-02-05,February,83.7,61.1,0,71,71.7,0,No,9,19
2,Chiang Rai,2025-02-06,February,84.3,59.1,0,72,71,0,No,6.1,13.9
2,Chiang Rai,2025-02-07,February,84.9,58.8,0,66,73.6,0,No,5.5,12.8
2,Chiang Rai,2025-02-08,February,82.8,65.5,0.075,74,73.8,0.075,Yes,6,15.2
2,Chiang Rai,2025-02-09,February,79.8,62.5,0,68,71.8,0,No,7.2,17.2
2,Chiang Rai,2025-02-10,February,82.8,62.2,0,66,71.9,0,No,7.3,15.2
2,Chiang Rai,2025-02-11,February,83.9,60.6,0,66,72.3,0,No,6.9,14.1
2,Chiang Rai,2025-02-12,February,85.1,59.7,0,66,72.9,0,No,7.1,13.9
2,Chiang Rai,2025-02-13,February,86.5,57.8,0,61,71,0,No,6.7,15.4
2,Chiang Rai,2025-02-14,February,87.8,57.2,0,56,70.9,0,No,7.2,14.5
2,Chiang Rai,2025-02-15,February,85.6,56.7,0,59,71.4,0,No,5.3,10.5
2,Chiang Rai,2025-02-16,February,86.3,56.3,0,61,71,0,No,5.7,14.5
2,Chiang Rai,2025-02-17,February,86.4,57.7,0,61,72.4,0,No,7.2,14.8
2,Chiang Rai,2025-02-18,February,85.5,61,0,63,73.9,0,No,5.9,13.9
2,Chiang Rai,2025-02-19,February,83.4,62.5,0,70,73.1,0,No,5.6,12.3
2,Chiang Rai,2025-02-20,February,83.2,63.6,0.016,71,73.9,0.016,Yes,7.4,17.4
2,Chiang Rai,2025-02-21,February,84.5,64.2,0,74,74,0,No,7.6,17.7
2,Chiang Rai,2025-02-22,February,83.4,64.2,0,73,73.9,0,No,2.7,12.3
2,Chiang Rai,2025-02-23,February,83.9,65,0.126,78,73.8,0.126,Yes,5,16.1
2,Chiang Rai,2025-02-24,February,80.1,64,0.083,84,71.1,0.083,Yes,5.2,19.2
2,Chiang Rai,2025-02-25,February,80.2,64.6,0.35,83,70.7,0.35,Yes,5.6,12.8
2,Chiang Rai,2025-02-26,February,81.2,62.2,0.024,82,71,0.024,Yes,3.6,13.2
2,Chiang Rai,2025-02-27,February,85.9,62.4,0,67,74.4,0,No,4.1,9.6
2,Chiang Rai,2025-02-28,February,90.1,60.9,0,61,75.7,0,No,3.8,10.3
2,Chiang Rai,2025-03-01,March,92.1,60.7,0,61,74.8,0,No,4.4,10.5
2,Chiang Rai,2025-03-02,March,90.7,60.4,0,57,75.1,0,No,4.5,9.4
2,Chiang Rai,2025-03-03,March,91,59.5,0,57,74.5,0,No,6,13.2
2,Chiang Rai,2025-03-04,March,91.5,59,0,55,74.4,0,No,4.2,8.9
2,Chiang Rai,2025-03-05,March,90.5,60.5,0,58,73.9,0,No,4.6,11.2
2,Chiang Rai,2025-03-06,March,89.1,59.9,0,57,73.1,0,No,6.8,14.5
2,Chiang Rai,2025-03-07,March,87.9,62.9,0.016,66,76.1,0.016,Yes,10.4,20.1
2,Chiang Rai,2025-03-08,March,84,67.4,0.118,78,74.2,0.118,Yes,7.8,18.3
2,Chiang Rai,2025-03-09,March,84.5,64.9,0.008,79,73.9,0.008,Yes,4.5,13.6
2,Chiang Rai,2025-03-10,March,87.4,65.7,0,68,78,0,No,4.7,12.3
2,Chiang Rai,2025-03-11,March,91.1,64.5,0,64,78.5,0,No,4.3,11.9
2,Chiang Rai,2025-03-12,March,92.6,63,0,61,76.8,0,No,7.4,15
2,Chiang Rai,2025-03-13,March,92.2,63.2,0,57,78.1,0,No,9,17.4
2,Chiang Rai,2025-03-14,March,93.2,62.4,0,59,76.7,0,No,3,8.9
2,Chiang Rai,2025-03-15,March,93.6,62.4,0,59,76.5,0,No,4,8.5
2,Chiang Rai,2025-03-16,March,94.5,63.2,0,54,78.4,0,No,5.3,9.6
2,Chiang Rai,2025-03-17,March,93.3,69.9,0,60,79.8,0,No,7.5,14.8
2,Chiang Rai,2025-03-18,March,88,67,0.126,73,75.5,0.126,Yes,11.1,21.3
2,Chiang Rai,2025-03-19,March,72.1,63.1,0.008,69,66.2,0.008,Yes,7.7,16.3
2,Chiang Rai,2025-03-20,March,78,62.1,0,71,68.3,0,No,6.4,15.4
2,Chiang Rai,2025-03-21,March,82.7,62.5,0.004,75,72,0.004,Yes,3.8,9.6
2,Chiang Rai,2025-03-22,March,86.2,65.6,0.016,69,76.2,0.016,Yes,6.2,13
2,Chiang Rai,2025-03-23,March,89,66.5,0,71,76.9,0,No,5.1,11.6
2,Chiang Rai,2025-03-24,March,90.6,64.7,0,66,77.2,0,No,3.4,9.8
2,Chiang Rai,2025-03-25,March,91,64,0,64,76.2,0,No,5.5,14.1
2,Chiang Rai,2025-03-26,March,91.4,63.6,0,62,76.1,0,No,7.4,14.8
2,Chiang Rai,2025-03-27,March,92.9,63.8,0,57,77,0,No,5.5,10.7
2,Chiang Rai,2025-03-28,March,91.7,64.9,0,60,76.5,0,No,9,17.7
2,Chiang Rai,2025-03-29,March,91.9,66.7,0,60,77.6,0,No,8.2,15.2
2,Chiang Rai,2025-03-30,March,92,68.3,0,65,80.3,0,No,8.2,18.3
2,Chiang Rai,2025-03-31,March,92.1,71.6,0,69,80.6,0,No,7.7,15.7
2,Chiang Rai,2025-04-01,April,89.2,70.7,0.02,74,79.5,0.02,Yes,8.4,22.8
2,Chiang Rai,2025-04-02,April,89.7,71.5,0.008,74,79.4,0.008,Yes,3.4,10.7
2,Chiang Rai,2025-04-03,April,90.7,71.3,0,68,80.7,0,No,4.5,12.1
2,Chiang Rai,2025-04-04,April,94.2,70,0,67,81.1,0,No,6.2,14.5
2,Chiang Rai,2025-04-05,April,94,70.4,0,72,80.5,0,No,9.4,19.7
2,Chiang Rai,2025-04-06,April,89.3,69.7,0.02,80,76.6,0.02,Yes,12.1,25.7
2,Chiang Rai,2025-04-07,April,87.1,68.5,0.035,80,76,0.035,Yes,4,8.9
2,Chiang Rai,2025-04-08,April,91.2,67.7,0,66,78.9,0,No,3.4,11.9
2,Chiang Rai,2025-04-09,April,92.8,68.5,0,56,79.8,0,No,8.2,16.1
2,Chiang Rai,2025-04-10,April,93.3,68.4,0.008,63,80.3,0.008,Yes,5.3,12.3
2,Chiang Rai,2025-04-11,April,92.8,70.1,0.012,71,80.5,0.012,Yes,9.7,19.7
2,Chiang Rai,2025-04-12,April,90.7,71.2,0.559,70,81.3,0.559,Yes,6.7,14.5
2,Chiang Rai,2025-04-13,April,82.5,70.6,1.122,87,74.4,1.122,Yes,9,19.9
2,Chiang Rai,2025-04-14,April,82.1,67.8,0.004,78,74.2,0.004,Yes,4.5,12.5
2,Chiang Rai,2025-04-15,April,84.7,69.7,0,77,77.3,0,No,5.8,13.9
2,Chiang Rai,2025-04-16,April,90.7,70.4,0,76,79.6,0,No,5.4,12.8
2,Chiang Rai,2025-04-17,April,92.1,69.6,0.055,73,80.1,0.055,Yes,4.9,14.3
2,Chiang Rai,2025-04-18,April,90,69.5,0.413,78,78.3,0.413,Yes,7.2,18.1
2,Chiang Rai,2025-04-19,April,89.8,69.5,0,72,80,0,No,5.2,13.6
2,Chiang Rai,2025-04-20,April,91.6,70.2,0,67,80.9,0,No,10.4,21
2,Chiang Rai,2025-04-21,April,94.1,71.5,0,62,82.4,0,No,8.3,19
2,Chiang Rai,2025-04-22,April,94.9,71.2,0.012,67,82.3,0.012,Yes,5.5,14.1
2,Chiang Rai,2025-04-23,April,95.9,73,0,62,84.4,0,No,7.6,14.3
2,Chiang Rai,2025-04-24,April,97.7,71.1,0,56,85,0,No,8.5,18.6
2,Chiang Rai,2025-04-25,April,97.8,73,0,53,84.7,0,No,4.7,9.8
2,Chiang Rai,2025-04-26,April,95.8,74,0,61,84.5,0,No,6.9,17.2
2,Chiang Rai,2025-04-27,April,95.1,71.4,0.004,67,82.4,0.004,Yes,9.8,19.5
2,Chiang Rai,2025-04-28,April,89.7,71.7,0.004,71,80.3,0.004,Yes,7.3,14.5
2,Chiang Rai,2025-04-29,April,80.2,71.5,0.39,89,75,0.39,Yes,5.7,16.3
2,Chiang Rai,2025-04-30,April,85.1,70.9,0.055,82,77.3,0.055,Yes,8,17
2,Chiang Rai,2025-05-01,May,85.8,70,0.051,77,77.3,0.051,Yes,5.4,12.5
2,Chiang Rai,2025-05-02,May,87.3,71.5,0.016,75,79.2,0.016,Yes,5,14.3
2,Chiang Rai,2025-05-03,May,89.2,70.7,0.004,77,79.3,0.004,Yes,7.3,17.2
2,Chiang Rai,2025-05-04,May,90.1,70.7,0.004,75,80,0.004,Yes,8.3,18.6
2,Chiang Rai,2025-05-05,May,94,70.8,0,64,82.2,0,No,4.6,11.2
2,Chiang Rai,2025-05-06,May,94.4,73.8,0.004,60,84.2,0.004,Yes,6.2,13
2,Chiang Rai,2025-05-07,May,96.1,74.3,0.004,60,85.4,0.004,Yes,7.4,16.1
2,Chiang Rai,2025-05-08,May,95.7,74.2,0.028,69,84,0.028,Yes,7.9,19.7
2,Chiang Rai,2025-05-09,May,95.3,74.8,0.031,66,84.3,0.031,Yes,7.4,16.6
2,Chiang Rai,2025-05-10,May,92.7,75.7,0.004,68,84.3,0.004,Yes,7.2,15.7
2,Chiang Rai,2025-05-11,May,87.4,70.7,0.48,79,79,0.48,Yes,10.4,23
2,Chiang Rai,2025-05-12,May,86.3,71.6,0.035,79,78.1,0.035,Yes,3.8,10.5
2,Chiang Rai,2025-05-13,May,87.5,72.5,0.035,79,79.2,0.035,Yes,5.8,14.8
2,Chiang Rai,2025-05-14,May,87.2,73,0.374,80,79.2,0.374,Yes,6.3,15.4
2,Chiang Rai,2025-05-15,May,86,73.1,0.642,89,76.9,0.642,Yes,9.4,19.5
2,Chiang Rai,2025-05-16,May,84,74.1,0.063,87,78,0.063,Yes,8.6,20.4
2,Chiang Rai,2025-05-17,May,81.1,72.2,0.606,90,76.4,0.606,Yes,5.4,15.7
2,Chiang Rai,2025-05-18,May,86.8,73,0.039,84,78.4,0.039,Yes,5.5,14.5
2,Chiang Rai,2025-05-19,May,88.7,74.7,0.24,79,80.8,0.24,Yes,6.1,14.8
2,Chiang Rai,2025-05-20,May,89,73.8,0.445,80,81.2,0.445,Yes,6.1,15.2
2,Chiang Rai,2025-05-21,May,86,74.2,0.059,83,80.4,0.059,Yes,6.4,14.8
2,Chiang Rai,2025-05-22,May,89,74.6,0.173,81,81.3,0.173,Yes,6.7,15.2
2,Chiang Rai,2025-05-23,May,89.2,74.1,1.264,84,80.2,1.264,Yes,6.4,16.3
2,Chiang Rai,2025-05-24,May,82.9,72.4,1.161,90,76.3,1.161,Yes,5.7,13.9
2,Chiang Rai,2025-05-25,May,83.8,71.7,1.539,90,76.1,1.539,Yes,9.8,21.9
2,Chiang Rai,2025-05-26,May,84.2,71.7,0.173,89,76,0.173,Yes,4.3,17.7
2,Chiang Rai,2025-05-27,May,83.2,72.5,1.622,90,76,1.622,Yes,9.2,19.5
2,Chiang Rai,2025-05-28,May,85.9,72.7,0.122,84,78.8,0.122,Yes,5.9,16.1
2,Chiang Rai,2025-05-29,May,83.9,73.2,0.193,86,78.5,0.193,Yes,9,22.8
2,Chiang Rai,2025-05-30,May,83.4,73.8,0.303,89,77.8,0.303,Yes,9.7,20.6
2,Chiang Rai,2025-05-31,May,84.8,73.6,0.091,87,78.7,0.091,Yes,9.8,23.5
2,Chiang Rai,2025-06-01,June,87.8,73,0.071,81,79.9,0.071,Yes,10.4,25.1
2,Chiang Rai,2025-06-02,June,88.2,74,0.319,82,80.5,0.319,Yes,9.5,24.6
2,Chiang Rai,2025-06-03,June,84.2,73.2,0.213,87,78.1,0.213,Yes,7.4,18.1
2,Chiang Rai,2025-06-04,June,88.1,73.8,0.228,82,80.2,0.228,Yes,5.4,15.4
2,Chiang Rai,2025-06-05,June,89.1,74.4,0.012,82,80.9,0.012,Yes,8,19.2
2,Chiang Rai,2025-06-06,June,88.2,75.1,0.043,83,81.2,0.043,Yes,6.2,17.9
2,Chiang Rai,2025-06-07,June,89.5,75.1,0.126,79,82.3,0.126,Yes,7.9,16.8
2,Chiang Rai,2025-06-08,June,89.4,75,0.165,82,81.5,0.165,Yes,7.1,17.2
2,Chiang Rai,2025-06-09,June,86.7,75.2,0.496,85,80.3,0.496,Yes,5.9,15
2,Chiang Rai,2025-06-10,June,83.9,72.6,0.799,89,77.6,0.799,Yes,3.7,10.1
2,Chiang Rai,2025-06-11,June,84,72.9,0.22,88,77.4,0.22,Yes,6.8,16.3
2,Chiang Rai,2025-06-12,June,88.1,74.8,0.047,84,79.9,0.047,Yes,3.5,10.7
2,Chiang Rai,2025-06-13,June,88.7,73.5,0.13,83,80.8,0.13,Yes,5.3,12.5
2,Chiang Rai,2025-06-14,June,85.8,74.3,1,86,79.2,1,Yes,7.1,15.4
2,Chiang Rai,2025-06-15,June,85.6,74.8,0.461,85,79.1,0.461,Yes,6.6,16.8
2,Chiang Rai,2025-06-16,June,84.7,74.7,0.638,89,78.4,0.638,Yes,7.3,17.9
2,Chiang Rai,2025-06-17,June,85.8,74.7,0.35,87,78.8,0.35,Yes,6.5,17.4
2,Chiang Rai,2025-06-18,June,88.2,74.9,0.52,87,79.2,0.52,Yes,5.7,17.7
2,Chiang Rai,2025-06-19,June,89.2,74.7,0.315,85,79.8,0.315,Yes,6.2,18.6
2,Chiang Rai,2025-06-20,June,89.3,75.1,0.043,81,81,0.043,Yes,4.8,14.8
2,Chiang Rai,2025-06-21,June,86.3,74.5,0.689,88,79.1,0.689,Yes,5,15
2,Chiang Rai,2025-06-22,June,83.8,72.1,0.866,90,76.7,0.866,Yes,6.1,16.3
2,Chiang Rai,2025-06-23,June,82.5,72.4,0.752,91,76.5,0.752,Yes,8.5,20.1
2,Chiang Rai,2025-06-24,June,86.1,72.4,0.209,86,78.1,0.209,Yes,6.1,16.1
2,Chiang Rai,2025-06-25,June,86,73.1,0.102,86,78.9,0.102,Yes,4.7,13.6
2,Chiang Rai,2025-06-26,June,86.9,73.5,0.488,86,79.5,0.488,Yes,5.7,13.4
2,Chiang Rai,2025-06-27,June,82.1,73.1,0.921,92,76.8,0.921,Yes,5.8,14.8
2,Chiang Rai,2025-06-28,June,81.3,72.7,0.555,95,75.6,0.555,Yes,5.2,15.2
2,Chiang Rai,2025-06-29,June,83.4,73.9,0.752,91,77.3,0.752,Yes,5.9,16.3
2,Chiang Rai,2025-06-30,June,84.6,73.2,0.248,89,77.9,0.248,Yes,7,18.1
2,Chiang Rai,2025-07-01,July,83.7,73.5,0.638,87,78.1,0.638,Yes,5,13.9
2,Chiang Rai,2025-07-02,July,82,72.8,0.969,90,77,0.969,Yes,6.5,14.8
2,Chiang Rai,2025-07-03,July,81.2,72.9,0.862,95,76,0.862,Yes,3.9,9.2
2,Chiang Rai,2025-07-04,July,85.6,74.1,0.181,86,78.6,0.181,Yes,3.5,13.4
2,Chiang Rai,2025-07-05,July,82,73.1,1.024,92,76.9,1.024,Yes,3.2,10.3
2,Chiang Rai,2025-07-06,July,81.1,72.1,1.315,92,75.9,1.315,Yes,6.5,14.5
2,Chiang Rai,2025-07-07,July,82.4,72.4,0.437,90,77,0.437,Yes,7.2,17.2
2,Chiang Rai,2025-07-08,July,86.3,72.4,0.256,86,78.8,0.256,Yes,5.4,15.9
2,Chiang Rai,2025-07-09,July,86.4,74.6,0.22,83,79.8,0.22,Yes,6.4,16.8
2,Chiang Rai,2025-07-10,July,86.3,73.9,0.067,84,78.8,0.067,Yes,5.5,18.6
2,Chiang Rai,2025-07-11,July,84.7,73.1,1.201,90,77.6,1.201,Yes,5,13.4
2,Chiang Rai,2025-07-12,July,84,73.1,1.004,90,77.4,1.004,Yes,4.7,13.9
2,Chiang Rai,2025-07-13,July,85.3,73.3,0.472,88,78.3,0.472,Yes,5.3,12.5
2,Chiang Rai,2025-07-14,July,85,73.9,0.35,88,78.9,0.35,Yes,9,18.3
2,Chiang Rai,2025-07-15,July,84.2,75,0.783,91,78.6,0.783,Yes,5.7,13.9
2,Chiang Rai,2025-07-16,July,82,74.5,0.803,91,77.6,0.803,Yes,6.5,17.4
2,Chiang Rai,2025-07-17,July,82.2,72.2,0.909,94,75.9,0.909,Yes,6.5,16.8
2,Chiang Rai,2025-07-18,July,84.9,72.6,0.134,88,77.8,0.134,Yes,4.9,15.9
2,Chiang Rai,2025-07-19,July,88.4,73.8,0.039,85,80.2,0.039,Yes,5.5,14.3
2,Chiang Rai,2025-07-20,July,86.8,73.8,0.291,86,78.8,0.291,Yes,4.8,13.9
2,Chiang Rai,2025-07-21,July,87.4,74.4,0.024,85,79.8,0.024,Yes,7.1,18.6
2,Chiang Rai,2025-07-22,July,77.5,74.6,1.358,96,76.2,1.358,Yes,4,12.1
2,Chiang Rai,2025-07-23,July,80.8,73.4,1.252,95,75.7,1.252,Yes,10.8,22.4
2,Chiang Rai,2025-07-24,July,80.1,73.5,0.701,93,75.8,0.701,Yes,6.4,17.9
2,Chiang Rai,2025-07-25,July,84,73.9,0.807,91,77.6,0.807,Yes,7,19
2,Chiang Rai,2025-07-26,July,81.3,73.9,1.201,94,77.3,1.201,Yes,4.9,17
2,Chiang Rai,2025-07-27,July,79.5,72.2,1.78,95,75.4,1.78,Yes,6,13.4
2,Chiang Rai,2025-07-28,July,81.5,72.3,1.193,94,75.9,1.193,Yes,5.2,13.6
2,Chiang Rai,2025-07-29,July,87.4,74.1,0.083,88,79.4,0.083,Yes,7.8,17.4
2,Chiang Rai,2025-07-30,July,89.6,73.8,0.067,83,80.5,0.067,Yes,8,15.9
2,Chiang Rai,2025-07-31,July,90.5,74.7,0.126,79,81.1,0.126,Yes,9.8,19.7
2,Chiang Rai,2025-08-01,August,90.5,74.7,0.26,83,80.3,0.26,Yes,7.4,17.2
2,Chiang Rai,2025-08-02,August,88.8,73.6,0.228,83,80.7,0.228,Yes,4.8,15
2,Chiang Rai,2025-08-03,August,91,74.3,0.012,78,81.8,0.012,Yes,6.8,18.1
2,Chiang Rai,2025-08-04,August,90.4,73.7,0,76,81.3,0,No,5.6,15.4
2,Chiang Rai,2025-08-05,August,89.2,75.1,0.634,85,80.2,0.634,Yes,7,16.6
2,Chiang Rai,2025-08-06,August,79,72.9,1.079,95,76.1,1.079,Yes,5.6,14.5
2,Chiang Rai,2025-08-07,August,84.1,73.9,0.303,88,77.4,0.303,Yes,6.7,17.2
2,Chiang Rai,2025-08-08,August,85,74.5,0.787,89,77.4,0.787,Yes,7,18.1
2,Chiang Rai,2025-08-09,August,90.1,73.2,0.028,82,80.1,0.028,Yes,7.5,16.3
2,Chiang Rai,2025-08-10,August,88.7,73.3,0.236,85,80,0.236,Yes,6,15.4
2,Chiang Rai,2025-08-11,August,87,72.8,0.35,89,79.1,0.35,Yes,4.7,13
2,Chiang Rai,2025-08-12,August,84.6,72.4,0.169,87,78.4,0.169,Yes,6.1,15.4
2,Chiang Rai,2025-08-13,August,84.8,72.7,0.051,88,77.7,0.051,Yes,3.9,12.5
2,Chiang Rai,2025-08-14,August,85.3,73,0.138,84,79.2,0.138,Yes,5,14.8
2,Chiang Rai,2025-08-15,August,83.8,71.8,0.827,88,77.7,0.827,Yes,4.2,14.3
2,Chiang Rai,2025-08-16,August,82.8,69.8,0.744,91,74.9,0.744,Yes,7.5,19.2
2,Chiang Rai,2025-08-17,August,84,71.2,0.402,88,76.5,0.402,Yes,6.6,16.8
2,Chiang Rai,2025-08-18,August,87.3,72.4,0.004,83,79.4,0.004,Yes,4.6,10.7
2,Chiang Rai,2025-08-19,August,87.6,73.4,0.051,84,79.9,0.051,Yes,6.5,16.8
2,Chiang Rai,2025-08-20,August,87.6,74.1,0.311,87,79.1,0.311,Yes,6.4,14.1
2,Chiang Rai,2025-08-21,August,85,74.3,0.26,89,78.6,0.26,Yes,6.5,16.3
2,Chiang Rai,2025-08-22,August,84.8,71.8,0.354,88,77.5,0.354,Yes,5.3,13.6
2,Chiang Rai,2025-08-23,August,82.9,71.6,0.516,91,76,0.516,Yes,4.5,15.2
2,Chiang Rai,2025-08-24,August,85.6,71.7,0.213,88,77.4,0.213,Yes,4.4,12.3
2,Chiang Rai,2025-08-25,August,88,71.3,0.303,83,78.6,0.303,Yes,11.1,20.6
